fuel,date,h,actual,hi,input_status,outcome_known,naive,full_pass,report1_ish,adl,adl_ecm
Regular Petrol,2013-03-08,1,-1.1428571428569967,False,final,True,0.0,-2.807705919433448,-1.8208771287756813,-1.9545420369589999,-1.4903032686970983
Regular Petrol,2013-03-08,2,-2.0,False,final,True,0.0,-5.322966600459241,-1.8208771287756813,-2.768991370232556,-2.263142003427804
Regular Petrol,2013-03-08,3,-3.1428571428569967,False,final,True,0.0,-6.348182681220253,-1.8208771287756813,-2.924781019799465,-2.539542176318065
Regular Petrol,2013-03-15,1,-0.8571428571430033,False,final,True,0.0,-0.4755244997293047,0.0,-1.0115484563069606,-1.315605237687059
Regular Petrol,2013-03-15,2,-2.0,False,final,True,0.0,-3.2832304191627526,0.0,-1.2580173722990446,-2.078938549144755
Regular Petrol,2013-03-15,3,-2.7815628815629907,False,final,True,0.0,-5.798491100188545,0.0,-1.1869083940019265,-2.5612502295226305
Regular Petrol,2013-03-22,1,-1.1428571428569967,False,final,True,0.0,-0.8222614194512431,-1.9171299324765287,-0.6185790141135935,-0.8105657928281388
Regular Petrol,2013-03-22,2,-1.9244200244199874,False,final,True,0.0,-1.2977859191805479,-1.9171299324765287,-0.7179677115594475,-1.2277609991048806
Regular Petrol,2013-03-22,3,-6.210134310134009,False,final,True,0.0,-4.105491838613996,-1.9171299324765287,-0.6378752205202388,-1.510514752709704
Regular Petrol,2013-03-29,1,-0.7815628815629907,False,final,True,0.0,-2.132445347052851,0.0,-1.0812932643951962,-0.991929353444785
Regular Petrol,2013-03-29,2,-5.0672771672770125,False,final,True,0.0,-2.954706766504094,0.0,-1.4468355245161322,-1.541272061936054
Regular Petrol,2013-03-29,3,-10.21013431013401,False,final,True,0.0,-3.4302312662333985,0.0,-1.5082661207672707,-1.9094023179688415
Regular Petrol,2013-04-05,1,-4.285714285714022,False,final,True,0.0,-1.0196409686624122,0.0,-0.8260062318067837,-1.0419489312803256
Regular Petrol,2013-04-05,2,-9.428571428571018,False,final,True,0.0,-3.152086315715263,0.0,-1.094803579408046,-1.7582606993946368
Regular Petrol,2013-04-05,3,-10.714285714285012,False,final,True,0.0,-3.974347735166506,0.0,-1.088113405465204,-2.3169928290011996
Regular Petrol,2013-04-12,1,-5.142857142856997,False,final,True,0.0,-7.838388297167364,-4.00799374021425,-3.8706168122954674,-2.9501194033956186
Regular Petrol,2013-04-12,2,-6.42857142857099,False,final,True,0.0,-8.858029265829776,-4.00799374021425,-5.542283701905143,-4.657200768653668
Regular Petrol,2013-04-12,3,-6.42857142857099,False,final,True,0.0,-10.990474612882627,-4.00799374021425,-5.997597028621728,-5.553782963518442
Regular Petrol,2013-04-19,1,-1.2857142857139934,False,final,True,0.0,-3.4659346654173544,-3.456935119139579,-3.260136810476565,-3.4836656430002892
Regular Petrol,2013-04-19,2,-1.2857142857139934,False,final,True,0.0,-11.304322962584719,-3.456935119139579,-4.458662270713808,-5.678953121349406
Regular Petrol,2013-04-19,3,-1.2857142857139934,False,final,True,0.0,-12.32396393124713,-3.456935119139579,-4.668267874277067,-7.1852098951064765
Regular Petrol,2013-04-26,1,0.0,False,final,True,0.0,2.225655391724219,2.0455176694798256,-0.15942349774934553,-1.1499390847409834
Regular Petrol,2013-04-26,2,0.0,False,final,True,0.0,-1.2402792736931352,2.0455176694798256,0.10432419228268504,-1.941460569061538
Regular Petrol,2013-04-26,3,1.7142857142850119,False,final,True,0.0,-9.0786675708605,2.0455176694798256,0.5006369783717861,-2.593249150140747
Regular Petrol,2013-05-03,1,0.0,False,final,True,0.0,-1.0102650288514026,0.0,-0.19281725048540416,-0.21916846931868736
Regular Petrol,2013-05-03,2,1.7142857142850119,False,final,True,0.0,1.2153903628728164,0.0,-0.00039727789990163517,-0.1545900025990488
Regular Petrol,2013-05-03,3,4.0,False,final,True,0.0,-2.250544302544538,0.0,0.11090931527641251,-0.1256444055914332
Regular Petrol,2013-05-10,1,1.7142857142850119,False,final,True,0.0,2.427465015330557,0.7323822669584993,1.302443310977423,0.5220784343233397
Regular Petrol,2013-05-10,2,4.0,False,final,True,0.0,1.4171999864791545,0.7323822669584993,1.8971772234623527,0.6416563337562307
Regular Petrol,2013-05-10,3,5.714285714285012,False,final,True,0.0,3.6428553782033735,0.7323822669584993,2.086618200827352,0.3937163316741215
Regular Petrol,2013-05-17,1,2.285714285714988,False,final,True,0.0,3.1711039728346653,3.1008973119097885,2.0458040006542335,1.5877339000219048
Regular Petrol,2013-05-17,2,4.0,False,final,True,0.0,5.598568988165223,3.1008973119097885,2.8741775949474078,2.3322962955749236
Regular Petrol,2013-05-17,3,5.285714285714988,False,final,True,0.0,4.588303959313819,3.1008973119097885,3.1898858293369834,2.6904363779290517
Regular Petrol,2013-05-24,1,1.7142857142850119,False,final,True,0.0,2.1764771597469923,1.5040406839038558,1.8185076462185739,1.6907504723502413
Regular Petrol,2013-05-24,2,3.0,False,final,True,0.0,5.347581132581658,1.5040406839038558,2.573243025789425,2.672948462114636
Regular Petrol,2013-05-24,3,7.0,False,final,True,0.0,7.775046147912215,1.5040406839038558,2.7587136070116185,3.2903152950448114
Regular Petrol,2013-05-31,1,1.2857142857149881,False,final,True,0.0,1.0826614927836367,-0.7893403134956876,1.2513164800613512,1.2715116090759075
Regular Petrol,2013-05-31,2,5.285714285714988,False,final,True,0.0,3.2591386525306287,-0.7893403134956876,1.6475801775555154,2.01132721947238
Regular Petrol,2013-05-31,3,5.285714285714988,False,final,True,0.0,6.4302426253652945,-0.7893403134956876,1.7268161375705686,2.494562216520542
Regular Petrol,2013-06-07,1,4.0,False,final,True,0.0,1.9673649726529383,1.5954016836898568,1.2919462459775348,1.1473904867385645
Regular Petrol,2013-06-07,2,4.0,False,final,True,0.0,3.050026465436575,1.5954016836898568,1.7587550773579024,1.7415414116939512
Regular Petrol,2013-06-07,3,4.0,False,final,True,0.0,5.226503625183567,1.5954016836898568,1.9084328682975111,2.1403293957597533
Regular Petrol,2013-06-14,1,0.0,False,final,True,0.0,2.458517051586918,1.6045469928198692,1.6225970425009497,1.483650178361707
Regular Petrol,2013-06-14,2,0.0,False,final,True,0.0,4.425882024239856,1.6045469928198692,2.2792651612437935,2.3871738788848753
Regular Petrol,2013-06-14,3,4.8953655040610045,False,final,True,0.0,5.508543517023493,1.6045469928198692,2.5126072455219286,3.0442976993581765
Regular Petrol,2013-06-21,1,0.0,False,final,True,0.0,0.22815655744267713,0.8017769180770636,0.7320413230192844,0.5914720087689646
Regular Petrol,2013-06-21,2,4.8953655040610045,False,final,True,0.0,2.686673609029595,0.8017769180770636,0.9903352815917517,0.9123621898701679
Regular Petrol,2013-06-21,3,9.609651218345988,False,final,True,0.0,4.654038581682533,0.8017769180770636,1.0353558194179842,1.100572910962487
Regular Petrol,2013-06-28,1,4.8953655040610045,False,final,True,0.0,-0.03868794854987172,-0.8124155628675352,0.23034776139181798,0.3619765877040173
Regular Petrol,2013-06-28,2,9.609651218345988,False,final,True,0.0,0.18946860889280542,-0.8124155628675352,0.26081234299946676,0.6002034157989931
Regular Petrol,2013-06-28,3,11.895365504061004,False,final,True,0.0,2.647985660479723,-0.8124155628675352,0.24428795023941538,0.7972249440273173
Regular Petrol,2013-07-05,1,4.714285714284983,False,final,True,0.0,0.9186255282328516,2.5499514403790187,0.45918066308816907,0.49660499297105826
Regular Petrol,2013-07-05,2,7.0,False,final,True,0.0,0.8799375796829799,2.5499514403790187,0.6304315420375561,0.8124126552681276
Regular Petrol,2013-07-05,3,4.714285714284983,False,final,True,0.0,1.108094137125657,2.5499514403790187,0.7342080501420353,1.1063982377022277
Regular Petrol,2013-07-12,1,2.2857142857150166,False,final,True,0.0,4.829382694726894,2.801748184948202,2.3940117361241704,1.5595438681055944
Regular Petrol,2013-07-12,2,0.0,False,final,True,0.0,5.748008222959745,2.801748184948202,3.4609417494586654,2.361335698512381
Regular Petrol,2013-07-12,3,-3.42857142857099,False,final,True,0.0,5.709320274409873,2.801748184948202,3.8987232448545757,2.809355409442453
Regular Petrol,2013-07-19,1,-2.2857142857150166,False,final,True,0.0,0.736546716783846,0.0,1.4000121652964999,0.963539262711871
Regular Petrol,2013-07-19,2,-5.714285714286007,False,final,True,0.0,5.56592941151074,0.0,1.9807039026152147,1.453398383070869
Regular Petrol,2013-07-19,3,-6.0,False,final,True,0.0,6.4845549397435915,0.0,2.1630192936752644,1.6728620646685115
Regular Petrol,2013-07-26,1,-3.42857142857099,False,final,True,0.0,-8.225634633230115,-2.1536973983228096,-3.1437928603687952,-2.1494923369666687
Regular Petrol,2013-07-26,2,-3.7142857142849834,False,final,True,0.0,-7.489087916446269,-2.1536973983228096,-4.532930699977969,-3.285676199797117
Regular Petrol,2013-07-26,3,-6.285714285713993,False,final,True,0.0,-2.6597052217193746,-2.1536973983228096,-5.1724646138033785,-4.002058343981081
Regular Petrol,2013-08-02,1,-0.2857142857139934,False,final,True,0.0,-1.0024663243062235,0.0,-1.8424373625556034,-2.8044277293827
Regular Petrol,2013-08-02,2,-2.8571428571430033,False,final,True,0.0,-9.228100957536338,0.0,-2.6731883205757714,-5.040988065417863
Regular Petrol,2013-08-02,3,-3.2857142857139934,False,final,True,0.0,-8.491554240752492,0.0,-2.871272507383658,-6.855750850934063
Regular Petrol,2013-08-09,1,-2.57142857142901,False,final,True,0.0,-0.7718866618866386,1.1892785308524945,-1.1868709342496462,-1.8449825696846809
Regular Petrol,2013-08-09,2,-3.0,False,final,True,0.0,-1.774352986192862,1.1892785308524945,-1.5718244939142354,-3.1818581822914096
Regular Petrol,2013-08-09,3,-0.8571428571430033,False,final,True,0.0,-9.999987619422976,1.1892785308524945,-1.3995210097483053,-4.006324901644217
Regular Petrol,2013-08-16,1,-0.42857142857099007,False,final,True,0.0,-0.6822166778219312,0.0,-0.6914597084742665,-1.6229083011240766
Regular Petrol,2013-08-16,2,1.7142857142860066,False,final,True,0.0,-1.4541033397085696,0.0,-0.6128636764136577,-2.606401526880882
Regular Petrol,2013-08-16,3,2.57142857142901,False,final,True,0.0,-2.4565696640147934,0.0,-0.5301185928725521,-3.523898300922871
Regular Petrol,2013-08-23,1,2.1428571428569967,False,final,True,0.0,0.17221872214273048,3.680683273016791,0.157247916705653,-0.4534637418839399
Regular Petrol,2013-08-23,2,3.0,False,final,True,0.0,-0.5099979556792007,3.680683273016791,0.2660451295266484,-0.8851377745393653
Regular Petrol,2013-08-23,3,3.7142857142849834,False,final,True,0.0,-1.2818846175658392,3.680683273016791,0.36435617490048106,-1.412026944947468
Regular Petrol,2013-08-30,1,0.8571428571430033,False,final,True,0.0,6.106350926503034,9.433694339740885,2.888039607060385,1.4651605286249394
Regular Petrol,2013-08-30,2,1.5714285714279868,False,final,True,0.0,6.278569648645765,9.433694339740885,4.056967506721837,1.7740057951493544
Regular Petrol,2013-08-30,3,-1.8571428571430033,False,final,True,0.0,5.596352970823833,9.433694339740885,4.678884645282509,1.7793577866369072
Regular Petrol,2013-09-06,1,0.7142857142849834,False,final,True,0.0,1.2247451618269507,-1.911490528689873,1.7090210222000777,1.5633800430474198
Regular Petrol,2013-09-06,2,-2.7142857142860066,False,final,True,0.0,7.331096088329985,-1.911490528689873,2.5342966645482576,2.624771540993871
Regular Petrol,2013-09-06,3,-4.0,False,final,True,0.0,7.503314810472715,-1.911490528689873,2.81341925755743,3.3167507326659686
Regular Petrol,2013-09-13,1,-3.42857142857099,False,final,True,0.0,-7.405179611871736,-5.2547505407822905,-2.4647134402697892,-0.8249452155489311
Regular Petrol,2013-09-13,2,-4.714285714284983,False,final,True,0.0,-6.1804344500447845,-5.2547505407822905,-3.547712623887509,-0.8613372410499402
Regular Petrol,2013-09-13,3,-6.571428571427987,False,final,True,0.0,-0.07408352354175064,-5.2547505407822905,-4.285394175361805,-0.816472029621789
Regular Petrol,2013-09-20,1,-1.2857142857139934,False,final,True,0.0,-3.685580549903725,-4.272042189353652,-2.7197209204038413,-2.9204954237188714
Regular Petrol,2013-09-20,2,-3.1428571428569967,False,final,True,0.0,-11.09076016177546,-4.272042189353652,-4.139095667626772,-5.196459451819581
Regular Petrol,2013-09-20,3,-6.785714285713993,False,final,True,0.0,-9.86601499994851,-4.272042189353652,-4.523270486210078,-6.795778893603411
Regular Petrol,2013-09-27,1,-1.8571428571430033,False,final,True,0.0,-0.4791560962598964,-1.7138669475300756,-1.612598475474113,-2.403623639960874
Regular Petrol,2013-09-27,2,-5.5,False,final,True,0.0,-4.164736646163622,-1.7138669475300756,-2.134900656188683,-4.130392956615975
Regular Petrol,2013-09-27,3,-5.5,False,final,True,0.0,-11.569916258035358,-1.7138669475300756,-1.9344757039283524,-5.204601236661425
Regular Petrol,2013-10-04,1,-3.6428571428569967,False,final,True,0.0,-0.034041058961518184,-0.8587535615809085,-0.5401915942984236,-1.5085339044137644
Regular Petrol,2013-10-04,2,-3.6428571428569967,False,final,True,0.0,-0.5131971552214146,-0.8587535615809085,-0.33863966607958,-2.3726019988599245
Regular Petrol,2013-10-04,3,-3.6428571428569967,False,final,True,0.0,-4.198777705125139,-0.8587535615809085,-0.22120501816944663,-3.241313309236548
Regular Petrol,2013-10-11,1,0.0,False,final,True,0.0,1.0641674906325,1.712217164198099,0.6057195954203345,-0.22123706592916634
Regular Petrol,2013-10-11,2,0.0,False,final,True,0.0,1.0301264316709817,1.712217164198099,0.9925679996029159,-0.4888669282180022
Regular Petrol,2013-10-11,3,0.0,False,final,True,0.0,0.5509703354110854,1.712217164198099,1.1715926482096615,-0.9635941589778948
Regular Petrol,2013-10-18,1,0.0,False,final,True,0.0,-0.7494681264010665,-0.8306626633001551,0.050216791985398766,0.6936887694049377
Regular Petrol,2013-10-18,2,0.0,False,final,True,0.0,0.3146993642314335,-0.8306626633001551,0.09803723363480045,1.308594714131004
Regular Petrol,2013-10-18,3,0.0,False,final,True,0.0,0.2806583052699153,-0.8306626633001551,0.13272319441403094,1.863045098534761
Regular Petrol,2013-10-25,1,0.0,False,final,True,0.0,-2.0235083607065425,-1.6568431664739067,-0.8407744205951189,-0.08448134058955777
Regular Petrol,2013-10-25,2,0.0,False,final,True,0.0,-2.7729764871076092,-1.6568431664739067,-1.1571807173249595,0.09994187134945169
Regular Petrol,2013-10-25,3,0.0,False,final,True,0.0,-1.708808996475109,-1.6568431664739067,-1.3596315670641557,0.30448952933326884
Regular Petrol,2013-11-01,1,0.0,False,final,True,0.0,2.190326809176655,1.5987353064908734,0.6586392452871509,0.2881801944369131
Regular Petrol,2013-11-01,2,0.0,False,final,True,0.0,0.16681844847011218,1.5987353064908734,0.8420421900422151,0.23955710585131418
Regular Petrol,2013-11-01,3,0.0,False,final,True,0.0,-0.5826496779309543,1.5987353064908734,1.0244908270472117,0.215520925860469
Regular Petrol,2013-11-08,1,0.0,False,final,True,0.0,-2.581274214692908,-2.271488986149585,-0.964753895934978,-0.19955448503815892
Regular Petrol,2013-11-08,2,0.0,False,final,True,0.0,-0.39094740551625334,-2.271488986149585,-1.2352115360251144,0.04438799431827698
Regular Petrol,2013-11-08,3,1.7142857142849834,False,final,True,0.0,-2.4144557662227957,-2.271488986149585,-1.2302148049797643,0.4953311569875552
Regular Petrol,2013-11-15,1,0.0,False,final,True,0.0,2.9964520620986197,0.0,1.060089200351421,0.43271233768431744
Regular Petrol,2013-11-15,2,1.7142857142849834,False,final,True,0.0,0.4151778474057117,0.0,1.59321467197115,0.5853502815134727
Regular Petrol,2013-11-15,3,4.142857142856997,False,final,True,0.0,2.6055046565823665,0.0,1.733275853594959,0.46574888771837714
Regular Petrol,2013-11-22,1,1.7142857142849834,False,final,True,0.0,0.23792190288931533,0.0,0.6605837421426848,0.9672126345566687
Regular Petrol,2013-11-22,2,4.142857142856997,False,final,True,0.0,3.234373964987935,0.0,0.8218148397707257,1.5768678971482577
Regular Petrol,2013-11-22,3,5.0,False,final,True,0.0,0.6530997502950271,0.0,1.1165159006350165,2.3161280814489116
Regular Petrol,2013-11-29,1,2.4285714285720132,False,final,True,0.0,2.66461157267233,2.680062114567681,1.3291639761417056,1.371796633772012
Regular Petrol,2013-11-29,2,3.2857142857150166,False,final,True,0.0,2.902533475561645,2.680062114567681,2.1123921622616257,2.4591788937983035
Regular Petrol,2013-11-29,3,3.2857142857150166,False,final,True,0.0,5.898985537660265,2.680062114567681,2.30677300426828,3.1803185222325396
Regular Petrol,2013-12-06,1,0.8571428571430033,False,final,True,0.0,0.2230603930695352,-0.6390101469353427,0.8583038278374151,1.3650486823050354
Regular Petrol,2013-12-06,2,0.8571428571430033,False,final,True,0.0,2.8876719657418652,-0.6390101469353427,1.1225812188379125,2.3696318682865773
Regular Petrol,2013-12-06,3,0.8571428571430033,False,final,True,0.0,3.1255938686311806,-0.6390101469353427,1.2789928144167633,3.277382091794977
Regular Petrol,2013-12-13,1,0.0,False,final,True,0.0,-0.4958211305574593,-1.9668549670316835,0.04276195030179314,0.34785573656600016
Regular Petrol,2013-12-13,2,0.0,False,final,True,0.0,-0.2727607374879241,-1.9668549670316835,0.11279940541393042,0.6816816018786889
Regular Petrol,2013-12-13,3,2.4527260179430073,False,final,True,0.0,2.391850835184406,-1.9668549670316835,0.03870115621957736,0.9115990137244924
Regular Petrol,2013-12-20,1,0.0,False,final,True,0.0,0.16149744287265547,1.3150842667137612,0.14200816998641858,0.06847513852867174
Regular Petrol,2013-12-20,2,2.4527260179430073,False,final,True,0.0,-0.33432368768480386,1.3150842667137612,0.09597023666267851,0.006390198712003802
Regular Petrol,2013-12-20,3,0.5195307108349994,False,final,True,0.0,-0.11126329461526864,1.3150842667137612,0.11051362052574544,-0.026362944268837833
Regular Petrol,2013-12-27,1,2.4527260179430073,False,final,True,0.0,4.508588640516277,1.3130348913758654,1.952667187574469,1.173159845517551
Regular Petrol,2013-12-27,2,0.5195307108349994,False,final,True,0.0,4.670086083388933,1.3130348913758654,2.76591516545847,1.6574143613181178
Regular Petrol,2013-12-27,3,-1.1947550034510073,False,final,True,0.0,4.174264952831473,1.3130348913758654,3.2354142923092817,2.01212430247931
Regular Petrol,2014-01-03,1,-1.933195307108008,False,final,True,0.0,0.18472866203077484,-2.1386943950952135,0.8954567878328924,1.6375461693867495
Regular Petrol,2014-01-03,2,-3.6474810213940145,False,final,True,0.0,4.693317302547052,-2.1386943950952135,1.3993533668012779,3.117069082913044
Regular Petrol,2014-01-03,3,-4.218909592822001,False,final,True,0.0,4.8548147454197075,-2.1386943950952135,1.6596759982331968,4.469170897904641
Regular Petrol,2014-01-10,1,-1.7142857142860066,False,final,True,0.0,-4.459779598294656,-3.677069371051642,-1.4859947144382606,-0.24340104699159618
Regular Petrol,2014-01-10,2,-2.2857142857139934,False,final,True,0.0,-4.275050936263881,-3.677069371051642,-2.0083685510254132,0.11920291043467142
Regular Petrol,2014-01-10,3,-2.2857142857139934,False,final,True,0.0,0.23353770425239587,-3.677069371051642,-2.5071002289542594,0.3591173882059821
Regular Petrol,2014-01-17,1,-0.5714285714279868,False,final,True,0.0,-1.8781029408789016,-0.6555786340082399,-1.357536073120124,-0.7274692618027863
Regular Petrol,2014-01-17,2,-0.5714285714279868,False,final,True,0.0,-6.337882539173558,-0.6555786340082399,-2.187408379706027,-1.2581229991734963
Regular Petrol,2014-01-17,3,-0.5714285714279868,False,final,True,0.0,-6.153153877142783,-0.6555786340082399,-2.57730415026342,-1.5843001918844382
Regular Petrol,2014-01-24,1,0.0,False,final,True,0.0,1.3089900838311541,0.5835980428905589,-0.24568989921268997,-0.20242336673594705
Regular Petrol,2014-01-24,2,0.0,False,final,True,0.0,-0.5691128570477474,0.5835980428905589,-0.41287092217370064,-0.41565494286560223
Regular Petrol,2014-01-24,3,0.0,False,final,True,0.0,-5.028892455342404,0.5835980428905589,-0.1788343361953575,-0.23903344336732865
Regular Petrol,2014-01-31,1,0.0,False,final,True,0.0,0.7242632292113554,1.114799028759845,0.15500607926764987,0.43206672930411505
Regular Petrol,2014-01-31,2,0.0,False,final,True,0.0,2.0332533130425094,1.114799028759845,0.5140812952389663,1.1409273621019385
Regular Petrol,2014-01-31,3,0.0,False,final,True,0.0,0.15515037216360808,1.114799028759845,0.8217974375707211,1.8799411501502854
Regular Petrol,2014-02-07,1,0.0,False,final,True,0.0,-0.6929148437645608,-0.5451709236349914,0.0514171212417873,0.6927866850058576
Regular Petrol,2014-02-07,2,0.0,False,final,True,0.0,0.03134838544679468,-0.5451709236349914,0.23846955504921324,1.5408866118375517
Regular Petrol,2014-02-07,3,1.1428571428569967,False,final,True,0.0,1.340338469277949,-0.5451709236349914,0.24296175209203583,2.1860675063044486
Regular Petrol,2014-02-14,1,0.0,False,final,True,0.0,2.7311042394430314,0.5273682001689636,1.3997697345838898,1.439049137185029
Regular Petrol,2014-02-14,2,1.1428571428569967,False,final,True,0.0,2.0381893956784705,0.5273682001689636,1.8790836350280713,2.215131848817819
Regular Petrol,2014-02-14,3,2.0,False,final,True,0.0,2.7624526248898262,0.5273682001689636,2.0940410605796234,2.79288279310848
Regular Petrol,2014-02-21,1,1.1428571428569967,False,final,True,0.0,-0.16534505590072326,0.516669915817089,0.3985620121741083,1.3146419360060346
Regular Petrol,2014-02-21,2,2.0,False,final,True,0.0,2.5657591835423084,0.516669915817089,0.5835008826866456,2.465619654610358
Regular Petrol,2014-02-21,3,2.0,False,final,True,0.0,1.8728443397777474,0.516669915817089,0.7347974868296957,3.6263697198700124
Regular Petrol,2014-02-28,1,0.8571428571430033,False,final,True,0.0,0.19989817054915163,-0.48959842789574404,0.27245577231098117,1.1750727244237866
Regular Petrol,2014-02-28,2,0.8571428571430033,False,final,True,0.0,0.03455311464842836,-0.48959842789574404,0.46181940115010883,2.3246179558149307
Regular Petrol,2014-02-28,3,-1.1428571428569967,False,final,True,0.0,2.7656573540914597,-0.48959842789574404,0.44465229751374946,3.3130345908224283
Regular Petrol,2014-03-07,1,0.0,False,final,True,0.0,-0.8786899456187235,-1.247883126392574,-0.19895389198057706,0.7088219231058814
Regular Petrol,2014-03-07,2,-2.0,False,final,True,0.0,-0.6787917750695719,-1.247883126392574,-0.3653957367404482,1.4068532520625474
Regular Petrol,2014-03-07,3,-2.0,False,final,True,0.0,-0.8441368309702951,-1.247883126392574,-0.42340138727941384,2.1545905308521265
Regular Petrol,2014-03-14,1,-2.0,False,final,True,0.0,-2.1043304303087975,-1.4084152418259892,-1.0972954602358111,-0.2504321816398601
Regular Petrol,2014-03-14,2,-2.0,False,final,True,0.0,-2.9830203759275213,-1.4084152418259892,-1.5194244453229127,-0.09249342898439164
Regular Petrol,2014-03-14,3,-4.252956567243018,False,final,True,0.0,-2.7831222053783695,-1.4084152418259892,-1.6999438215284968,0.23200990433376492
Regular Petrol,2014-03-21,1,0.0,False,final,True,0.0,-3.163794759562457,-1.5083347506268736,-1.8208268900621563,-1.1700631387665998
Regular Petrol,2014-03-21,2,-2.252956567243018,False,final,True,0.0,-5.268125189871255,-1.5083347506268736,-2.559148580234471,-1.636038206719649
Regular Petrol,2014-03-21,3,-3.2951159951160207,False,final,True,0.0,-6.1468151354899785,-1.5083347506268736,-2.860304556987052,-1.839670791910735
Regular Petrol,2014-03-28,1,-2.252956567243018,False,final,True,0.0,-0.009887804841594771,-0.6506622437267711,-0.7303645369059794,-0.6927700286126899
Regular Petrol,2014-03-28,2,-3.2951159951160207,False,final,True,0.0,-3.173682564404052,-0.6506622437267711,-1.0215129434081667,-1.125426790079064
Regular Petrol,2014-03-28,3,-1.5808302808310088,False,final,True,0.0,-5.278012994712849,-0.6506622437267711,-1.0286548678038645,-1.3514203774109432
Regular Petrol,2014-04-04,1,-1.0421594278730026,False,final,True,0.0,-0.3011850069208094,-0.6429170915837411,-0.4342684405313961,-0.5075492497088463
Regular Petrol,2014-04-04,2,0.6721262864120092,False,final,True,0.0,-0.3110728117624042,-0.6429170915837411,-0.5042766540774152,-0.7569826599716174
Regular Petrol,2014-04-04,3,2.1006977149840225,False,final,True,0.0,-3.4748675713248613,-0.6429170915837411,-0.3607087296949009,-0.8254223126959643
Regular Petrol,2014-04-11,1,1.7142857142850119,False,final,True,0.0,1.2677331056938164,-0.353774136817395,0.4780195032340569,0.5403347235371667
Regular Petrol,2014-04-11,2,3.142857142857025,False,final,True,0.0,0.966548098773007,-0.353774136817395,0.8398287527419946,1.052580506658033
Regular Petrol,2014-04-11,3,4.0,False,final,True,0.0,0.9566602939314123,-0.353774136817395,1.0178368599692573,1.4398129240160604
Regular Petrol,2014-04-18,1,1.4285714285720132,False,final,True,0.0,2.2115084113472907,0.9429253865299253,1.3355067028184606,1.6367179836233616
Regular Petrol,2014-04-18,2,2.285714285714988,False,final,True,0.0,3.4792415170411073,0.9429253865299253,1.9095761238040527,2.7809751703962613
Regular Petrol,2014-04-18,3,0.1428571428569967,False,final,True,0.0,3.1780565101202978,0.9429253865299253,2.228609163363928,3.755442240211744
Regular Petrol,2014-04-25,1,0.8571428571429749,False,final,True,0.0,0.8904210159015242,0.8943776521554159,0.963119288990396,1.4938926192882627
Regular Petrol,2014-04-25,2,-1.2857142857150166,False,final,True,0.0,3.101929427248815,0.8943776521554159,1.4388754906947883,2.6704633433255007
Regular Petrol,2014-04-25,3,-1.2857142857150166,False,final,True,0.0,4.369662532942631,0.8943776521554159,1.6299944343893598,3.6580974054729376
Regular Petrol,2014-05-02,1,-2.1428571428579914,False,final,True,0.0,-1.9227888759394793,0.0,-0.36513672342678066,0.5321785672507169
Regular Petrol,2014-05-02,2,-2.1428571428579914,False,final,True,0.0,-1.032367860037955,0.0,-0.5125599712068125,1.1956155138754991
Regular Petrol,2014-05-02,3,-1.0,False,final,True,0.0,1.1791405513093358,0.0,-0.6823933143304228,1.7905822858751916
